checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,15,critical/other existing credit,new car,684,<100,>=7,4,male single,none,4,real estate,42,none,own,3,unskilled resident,2,yes,yes,good
0<=X<200,48,delayed previously,repairs,6999,<100,4<=X<7,4,male single,none,3,car,39,stores,own,2,skilled,2,none,yes,good
0<=X<200,24,existing paid,used car,1603,<100,4<=X<7,4,female div/dep/mar,none,4,no known property,63,none,own,2,skilled,1,none,yes,bad
0<=X<200,27,existing paid,used car,1919,<100,1<=X<4,4,male single,none,2,car,42,none,own,3,unskilled resident,1,yes,yes,bad
<0,24,existing paid,used car,1231,no known savings,>=7,4,female div/dep/mar,none,4,life insurance,56,none,own,2,unskilled resident,1,yes,yes,bad
no checking,18,all paid,furniture/equipment,1936,<100,1<=X<4,3,female div/dep/mar,none,4,car,54,bank,own,2,skilled,1,yes,yes,good
<0,15,critical/other existing credit,furniture/equipment,1364,<100,>=7,2,male single,none,4,life insurance,42,none,own,2,unskilled resident,2,yes,yes,good
no checking,42,delayed previously,used car,3965,<100,>=7,4,male single,none,4,real estate,57,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,18,existing paid,furniture/equipment,1880,<100,4<=X<7,3,female div/dep/mar,none,4,car,63,none,own,2,skilled,1,none,yes,good
<0,10,critical/other existing credit,new car,1200,<100,>=7,4,female div/dep/mar,none,4,real estate,48,none,own,2,unskilled resident,1,yes,yes,good
<0,6,existing paid,radio/tv,1169,<100,>=7,3,female div/dep/mar,none,3,real estate,32,none,own,2,unskilled resident,2,none,yes,good
no checking,6,existing paid,new car,338,<100,4<=X<7,4,male single,none,4,no known property,48,none,own,2,skilled,2,yes,yes,good
0<=X<200,12,existing paid,new car,1366,<100,4<=X<7,4,male single,none,4,real estate,56,none,own,3,unskilled resident,1,yes,yes,good
0<=X<200,18,critical/other existing credit,new car,2389,<100,4<=X<7,2,male mar/wid,none,4,life insurance,46,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,18,existing paid,furniture/equipment,1345,<100,1<=X<4,4,male mar/wid,none,4,no known property,42,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,6,critical/other existing credit,new car,2647,<100,<1,1,male single,guarantor,4,real estate,51,none,own,1,skilled,1,yes,yes,good
>=200,12,critical/other existing credit,new car,709,<100,>=7,4,male single,none,4,real estate,65,none,own,4,unskilled resident,1,none,yes,bad
0<=X<200,36,existing paid,furniture/equipment,2302,<100,>=7,2,male single,none,4,life insurance,40,none,own,1,unskilled resident,1,yes,yes,bad
no checking,6,critical/other existing credit,new car,338,<100,>=7,4,male mar/wid,none,4,car,47,none,own,2,skilled,2,yes,yes,good
>=200,48,existing paid,used car,7763,<100,>=7,2,female div/dep/mar,guarantor,3,no known property,41,none,own,2,skilled,1,none,yes,bad
>=200,12,existing paid,new car,1053,<100,>=7,2,male single,none,4,car,54,none,own,1,skilled,1,yes,yes,good
no checking,36,existing paid,furniture/equipment,4795,<100,>=7,4,male single,none,4,life insurance,57,none,own,2,unskilled resident,1,none,yes,good
<0,12,existing paid,radio/tv,1107,<100,>=7,2,male single,none,3,real estate,49,none,for free,2,unskilled resident,2,yes,yes,good
<0,36,existing paid,furniture/equipment,4795,<100,>=7,2,male single,none,4,car,42,none,own,2,unskilled resident,1,none,yes,good
no checking,12,existing paid,used car,1680,<100,>=7,2,male div/sep,none,4,car,43,none,own,2,unskilled resident,2,yes,yes,good
0<=X<200,14,existing paid,business,1366,<100,>=7,4,male single,none,4,real estate,56,none,own,3,unskilled resident,1,yes,yes,good
no checking,13,existing paid,business,1107,<100,>=7,3,female div/dep/mar,none,3,real estate,33,bank,own,2,unskilled resident,2,none,yes,good
no checking,24,existing paid,radio/tv,1282,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,18,existing paid,furniture/equipment,1345,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,50,none,own,3,skilled,1,yes,yes,good
<0,6,critical/other existing credit,new car,1169,<100,1<=X<4,3,female div/dep/mar,none,4,real estate,48,none,own,3,skilled,1,yes,yes,good
<0,12,no credits/all paid,new car,1138,<100,>=7,3,female div/dep/mar,none,3,real estate,32,none,own,2,unskilled resident,1,none,yes,good
>=200,36,existing paid,furniture/equipment,4795,<100,>=7,4,male single,none,4,car,47,none,own,1,unskilled resident,1,none,yes,bad
<0,12,critical/other existing credit,furniture/equipment,1053,no known savings,>=7,4,male single,none,3,life insurance,46,none,own,2,unskilled resident,2,yes,yes,good
<0,36,existing paid,furniture/equipment,2302,<100,>=7,3,male single,none,4,life insurance,49,none,own,1,skilled,1,yes,yes,bad
no checking,12,existing paid,new car,684,100<=X<500,>=7,4,female div/dep/mar,none,4,life insurance,56,none,own,1,unskilled resident,1,none,yes,bad
no checking,36,existing paid,furniture/equipment,3804,<100,>=7,4,male single,none,3,life insurance,57,none,own,2,unskilled resident,1,none,yes,bad
<0,42,critical/other existing credit,furniture/equipment,4370,<100,>=7,4,male single,guarantor,3,life insurance,57,none,rent,2,skilled,1,none,yes,bad
0<=X<200,9,critical/other existing credit,repairs,674,<100,>=7,4,male single,none,4,life insurance,48,none,own,2,unskilled resident,1,yes,yes,good
<0,6,existing paid,new car,1957,no known savings,1<=X<4,2,male mar/wid,none,4,real estate,52,none,own,1,skilled,2,yes,yes,good
<0,12,existing paid,new car,674,<100,>=7,4,male single,none,4,real estate,50,none,own,3,skilled,1,yes,yes,good
no checking,45,no credits/all paid,repairs,4370,<100,>=7,4,male single,none,4,life insurance,56,bank,own,2,unskilled resident,1,none,yes,bad
no checking,12,critical/other existing credit,new car,1366,<100,>=7,4,male single,none,4,life insurance,63,none,own,1,unskilled resident,1,yes,yes,good
<0,24,existing paid,used car,1282,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,no known property,63,none,own,2,unskilled resident,1,none,yes,bad
<0,12,critical/other existing credit,radio/tv,2214,<100,4<=X<7,2,male single,none,4,life insurance,40,none,own,2,unskilled resident,1,yes,yes,good
<0,18,existing paid,furniture/equipment,2600,<100,>=7,4,male single,none,4,real estate,36,none,own,2,skilled,1,none,yes,good
0<=X<200,18,existing paid,furniture/equipment,2600,<100,1<=X<4,4,male single,none,4,life insurance,49,none,own,2,unskilled resident,1,yes,yes,good
<0,12,all paid,new car,1107,<100,>=7,4,male single,none,4,real estate,52,none,own,3,skilled,1,none,yes,good
0<=X<200,6,existing paid,radio/tv,1169,<100,>=7,4,male single,none,4,real estate,48,none,own,1,skilled,1,yes,yes,good
no checking,24,existing paid,used car,3357,<100,>=7,3,male single,none,4,real estate,20,none,rent,2,skilled,1,yes,yes,good
no checking,12,critical/other existing credit,new car,701,<100,>=7,4,female div/dep/mar,none,4,real estate,50,none,own,2,skilled,1,yes,yes,bad
<0,9,existing paid,other,1138,<100,>=7,3,male mar/wid,none,4,real estate,47,none,own,3,unskilled resident,2,yes,yes,good
0<=X<200,36,existing paid,furniture/equipment,2323,<100,>=7,3,male single,none,4,life insurance,52,none,own,2,skilled,1,yes,yes,bad
no checking,12,existing paid,used car,2214,100<=X<500,4<=X<7,4,male single,none,3,no known property,48,none,own,2,unskilled resident,1,none,yes,bad
0<=X<200,6,critical/other existing credit,new car,1957,<100,1<=X<4,1,male single,none,4,life insurance,52,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,24,existing paid,new car,2384,<100,4<=X<7,4,male single,none,4,real estate,52,none,own,2,skilled,1,yes,yes,bad
<0,12,existing paid,new car,385,100<=X<500,>=7,4,male mar/wid,none,4,real estate,56,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,12,existing paid,used car,1138,<100,>=7,3,male single,none,4,real estate,54,none,own,2,skilled,1,yes,yes,good
<0,6,critical/other existing credit,radio/tv,338,<100,>=7,4,male single,none,4,no known property,47,none,own,3,skilled,2,yes,yes,good
>=200,36,existing paid,furniture/equipment,2323,<100,>=7,1,male single,none,4,life insurance,49,none,own,2,unskilled resident,1,yes,yes,bad
no checking,24,existing paid,used car,1835,<100,>=7,4,male single,none,4,car,52,none,own,2,skilled,1,yes,yes,bad
0<=X<200,12,existing paid,new car,1366,<100,1<=X<4,4,male single,none,4,real estate,42,none,own,3,unskilled resident,1,yes,yes,good
no checking,24,existing paid,business,1987,no known savings,>=7,4,female div/dep/mar,none,4,car,49,none,own,1,skilled,1,yes,yes,bad
no checking,24,critical/other existing credit,radio/tv,3357,<100,<1,3,male single,none,4,life insurance,20,bank,for free,2,skilled,1,yes,yes,bad
0<=X<200,12,existing paid,new car,2214,<100,4<=X<7,4,male single,none,3,no known property,42,none,rent,2,unskilled resident,1,yes,yes,good
<0,21,existing paid,furniture/equipment,1231,100<=X<500,>=7,4,male single,none,4,life insurance,52,none,own,2,skilled,1,yes,yes,good
0<=X<200,24,all paid,new car,2384,<100,4<=X<7,4,male single,none,4,life insurance,49,none,own,2,skilled,1,yes,yes,bad
<0,15,existing paid,furniture/equipment,795,100<=X<500,<1,4,male single,none,4,car,63,none,own,1,skilled,1,yes,yes,bad
<0,12,critical/other existing credit,furniture/equipment,1107,no known savings,1<=X<4,3,female div/dep/mar,none,3,real estate,32,none,own,3,unskilled resident,1,none,yes,good
0<=X<200,18,existing paid,new car,2389,<100,>=7,2,female div/dep/mar,none,4,real estate,53,none,own,1,skilled,1,none,yes,good
no checking,24,existing paid,used car,1938,no known savings,4<=X<7,4,male single,none,4,car,43,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,24,existing paid,business,3660,<100,<1,2,female div/dep/mar,guarantor,4,life insurance,20,none,rent,2,skilled,1,yes,yes,good
no checking,21,critical/other existing credit,furniture/equipment,3357,<100,>=7,4,male single,none,4,life insurance,27,none,rent,1,skilled,1,none,yes,good
no checking,27,existing paid,radio/tv,2522,<100,>=7,4,male single,none,3,life insurance,48,none,own,2,skilled,1,yes,yes,good
no checking,15,existing paid,furniture/equipment,674,<100,>=7,4,male mar/wid,none,4,life insurance,63,none,own,1,unskilled resident,1,yes,yes,good
no checking,24,existing paid,used car,1835,<100,>=7,4,female div/dep/mar,none,2,car,60,none,rent,2,unskilled resident,1,none,yes,bad
<0,24,existing paid,used car,1938,<100,4<=X<7,4,female div/dep/mar,none,2,car,48,none,own,2,skilled,1,yes,yes,bad
<0,24,critical/other existing credit,used car,1024,<100,1<=X<4,4,female div/dep/mar,none,4,car,56,none,own,2,unskilled resident,1,yes,yes,bad
no checking,36,critical/other existing credit,furniture/equipment,4795,<100,>=7,3,male single,none,4,life insurance,38,none,own,1,unskilled resident,1,none,yes,good
<0,11,critical/other existing credit,new car,385,<100,>=7,4,male single,none,4,life insurance,48,none,own,3,skilled,2,yes,yes,good
0<=X<200,9,critical/other existing credit,new car,1680,<100,1<=X<4,2,male single,none,4,life insurance,48,none,own,3,skilled,2,yes,yes,good
0<=X<200,12,existing paid,new car,1498,<100,4<=X<7,2,male mar/wid,none,4,car,63,none,own,1,unskilled resident,1,yes,yes,good
no checking,33,critical/other existing credit,furniture/equipment,2522,500<=X<1000,>=7,3,male single,none,4,life insurance,43,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,24,existing paid,used car,1823,<100,1<=X<4,4,male single,none,4,car,54,none,own,2,skilled,1,none,yes,bad
no checking,15,existing paid,business,727,100<=X<500,>=7,4,male single,none,4,life insurance,52,stores,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,8,critical/other existing credit,repairs,1138,<100,>=7,3,male mar/wid,none,4,real estate,52,none,own,2,skilled,1,yes,yes,good
0<=X<200,24,critical/other existing credit,business,3660,<100,>=7,2,female div/dep/mar,guarantor,3,life insurance,41,none,rent,2,unskilled resident,1,yes,yes,bad
0<=X<200,36,existing paid,education,3804,<100,>=7,3,male single,none,4,life insurance,45,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,12,no credits/all paid,new car,684,<100,>=7,4,male single,none,4,life insurance,63,stores,own,2,unskilled resident,1,yes,yes,good
no checking,36,existing paid,used car,2337,<100,>=7,4,male single,none,4,life insurance,40,none,own,1,unskilled resident,1,yes,yes,bad
<0,24,existing paid,used car,1231,no known savings,>=7,4,male single,none,4,no known property,65,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,48,existing paid,used car,10722,<100,4<=X<7,3,male single,none,4,no known property,45,stores,own,2,high qualif/self emp/mgmt,2,none,yes,bad
>=200,18,existing paid,radio/tv,1940,no known savings,>=7,2,female div/dep/mar,none,4,real estate,52,none,own,1,unskilled resident,1,yes,yes,good
no checking,12,existing paid,new car,2315,<100,4<=X<7,4,male single,none,4,no known property,36,none,own,1,skilled,1,none,yes,good
<0,18,all paid,new car,1345,<100,>=7,4,male mar/wid,none,4,life insurance,43,none,own,2,unskilled resident,2,yes,yes,good
0<=X<200,33,critical/other existing credit,furniture/equipment,1919,<100,>=7,4,female div/dep/mar,none,2,car,60,none,rent,2,skilled,1,none,yes,bad
<0,9,existing paid,other,2315,<100,1<=X<4,1,female div/dep/mar,none,2,real estate,46,none,own,2,skilled,1,none,yes,good
no checking,6,critical/other existing credit,new car,1169,<100,>=7,4,male single,none,3,real estate,45,none,own,2,skilled,2,none,yes,good
<0,12,existing paid,radio/tv,1498,<100,4<=X<7,2,male single,none,4,life insurance,56,none,own,3,unskilled resident,1,none,yes,good
no checking,12,existing paid,used car,1053,<100,>=7,3,female div/dep/mar,none,4,real estate,43,none,own,2,unskilled resident,1,yes,yes,good
no checking,24,existing paid,new car,1987,no known savings,4<=X<7,1,female div/dep/mar,none,4,car,40,none,own,1,unskilled resident,2,yes,yes,bad
0<=X<200,12,existing paid,new car,795,<100,<1,4,male single,none,4,life insurance,43,none,own,2,unskilled resident,1,yes,yes,bad
no checking,24,existing paid,used car,3660,<100,>=7,2,female div/dep/mar,none,4,life insurance,23,none,rent,2,skilled,1,yes,yes,good
<0,18,critical/other existing credit,new car,1880,<100,1<=X<4,4,male single,none,4,car,52,none,own,2,skilled,1,yes,yes,good
<0,24,all paid,used car,2384,<100,1<=X<4,4,male single,none,4,life insurance,43,none,own,1,unskilled resident,1,yes,yes,bad
no checking,12,existing paid,radio/tv,2315,100<=X<500,>=7,4,male single,none,3,no known property,54,none,own,1,unskilled resident,1,yes,yes,bad
<0,18,critical/other existing credit,new car,3509,<100,<1,4,male single,none,4,real estate,20,bank,rent,2,unskilled resident,1,yes,yes,good
no checking,24,all paid,business,1835,<100,>=7,4,female div/dep/mar,none,4,car,54,none,own,3,skilled,1,yes,yes,bad
no checking,24,existing paid,business,1603,<100,>=7,4,male single,none,4,real estate,52,none,own,3,skilled,1,none,yes,bad
>=200,9,existing paid,new car,1200,<100,>=7,4,female div/dep/mar,none,4,real estate,48,none,own,2,skilled,1,yes,yes,good
<0,18,all paid,new car,2600,<100,4<=X<7,4,male single,none,4,life insurance,53,none,own,2,skilled,1,yes,yes,good
no checking,9,existing paid,other,2315,100<=X<500,1<=X<4,2,male mar/wid,none,4,real estate,51,none,own,2,skilled,1,none,yes,good
<0,6,existing paid,furniture/equipment,2647,<100,1<=X<4,1,male single,none,3,real estate,25,none,rent,2,unskilled resident,2,yes,yes,good
no checking,12,existing paid,new car,1200,<100,>=7,4,female div/dep/mar,none,4,real estate,63,none,own,2,unskilled resident,1,none,yes,good
no checking,18,delayed previously,furniture/equipment,3190,<100,4<=X<7,3,male single,none,4,life insurance,23,none,for free,2,unskilled resident,1,yes,yes,good
<0,18,existing paid,furniture/equipment,1345,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,56,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,30,existing paid,business,1919,no known savings,>=7,4,male single,none,4,car,63,none,own,2,skilled,1,yes,yes,bad
no checking,12,existing paid,furniture/equipment,1680,<100,1<=X<4,2,male single,none,4,real estate,50,none,own,2,unskilled resident,1,yes,yes,good
>=200,12,existing paid,new car,1107,<100,>=7,3,female div/dep/mar,none,3,real estate,32,none,own,2,unskilled resident,1,none,yes,good
no checking,30,existing paid,used car,1919,<100,>=7,4,male single,none,4,car,63,none,own,2,unskilled resident,1,yes,yes,bad
no checking,42,critical/other existing credit,repairs,3031,<100,>=7,4,male single,guarantor,4,real estate,56,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,6,critical/other existing credit,radio/tv,1957,<100,1<=X<4,1,male single,none,4,real estate,51,none,own,2,skilled,1,yes,yes,good
no checking,6,critical/other existing credit,new car,1169,<100,>=7,4,male single,none,3,real estate,38,none,own,2,skilled,1,yes,yes,good
no checking,36,existing paid,education,2323,<100,>=7,4,male single,none,4,real estate,40,none,own,1,unskilled resident,1,yes,yes,bad
0<=X<200,12,existing paid,new car,709,<100,>=7,4,male single,none,4,real estate,56,none,own,2,unskilled resident,1,none,yes,bad
<0,6,existing paid,furniture/equipment,1169,<100,>=7,4,male single,none,4,real estate,48,none,own,1,skilled,1,none,yes,good
<0,6,critical/other existing credit,furniture/equipment,1957,<100,<1,2,male single,none,2,life insurance,49,none,own,1,high qualif/self emp/mgmt,2,none,yes,good
no checking,24,existing paid,used car,1823,<100,>=7,4,female div/dep/mar,none,4,car,56,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,24,existing paid,used car,1659,<100,1<=X<4,4,male single,none,4,life insurance,50,none,own,2,skilled,1,yes,yes,bad
no checking,12,critical/other existing credit,used car,701,<100,<1,4,female div/dep/mar,none,4,life insurance,42,none,own,2,unskilled resident,2,yes,yes,good
0<=X<200,12,delayed previously,used car,684,100<=X<500,<1,4,male single,none,4,life insurance,63,none,own,2,unskilled resident,1,yes,yes,good
no checking,18,existing paid,furniture/equipment,1940,<100,1<=X<4,2,male mar/wid,none,4,real estate,43,none,own,2,unskilled resident,2,yes,yes,good
no checking,36,existing paid,furniture/equipment,3804,<100,>=7,4,male single,none,4,real estate,47,none,own,2,unskilled resident,1,yes,yes,good
no checking,12,critical/other existing credit,new car,709,<100,>=7,4,female div/dep/mar,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,bad
no checking,24,existing paid,new car,3357,<100,<1,3,male single,guarantor,4,life insurance,30,none,own,2,skilled,1,yes,yes,bad
no checking,9,existing paid,radio/tv,385,<100,>=7,4,male single,none,4,car,67,none,own,3,unskilled resident,1,yes,yes,good
no checking,48,no credits/all paid,used car,6999,<100,4<=X<7,3,male single,guarantor,4,no known property,38,none,own,2,skilled,1,none,yes,bad
no checking,24,critical/other existing credit,used car,1938,no known savings,1<=X<4,4,male div/sep,none,2,car,45,none,rent,1,unskilled resident,1,none,yes,bad
<0,36,all paid,furniture/equipment,4795,<100,>=7,2,male single,guarantor,4,real estate,42,none,own,2,unskilled resident,1,none,yes,good
no checking,42,critical/other existing credit,used car,7174,<100,>=7,4,male single,none,3,no known property,39,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
>=200,12,existing paid,used car,2315,<100,>=7,4,male single,none,3,life insurance,48,none,own,1,skilled,1,yes,yes,good
<0,6,critical/other existing credit,new car,2647,<100,4<=X<7,2,male single,none,4,real estate,52,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good
<0,36,existing paid,furniture/equipment,3804,<100,>=7,4,male single,none,3,life insurance,40,none,own,2,unskilled resident,2,yes,yes,bad
no checking,30,critical/other existing credit,business,2520,<100,>=7,4,male single,none,4,life insurance,36,none,own,2,skilled,1,none,yes,good
<0,18,delayed previously,new car,1345,<100,>=7,4,female div/dep/mar,none,4,no known property,65,none,own,2,unskilled resident,1,none,yes,good
no checking,18,existing paid,radio/tv,3190,<100,4<=X<7,2,male mar/wid,guarantor,4,life insurance,23,none,rent,2,skilled,1,yes,yes,good
no checking,18,existing paid,new car,1880,<100,1<=X<4,3,female div/dep/mar,none,4,car,63,none,own,3,unskilled resident,1,none,yes,good
no checking,30,existing paid,used car,3416,<100,>=7,4,male single,guarantor,3,real estate,39,none,own,2,unskilled resident,1,yes,yes,bad
<0,6,critical/other existing credit,furniture/equipment,338,<100,4<=X<7,4,male single,none,4,life insurance,48,none,own,1,skilled,2,yes,yes,good
0<=X<200,24,existing paid,new car,2384,<100,4<=X<7,4,male single,none,4,real estate,43,none,own,2,unskilled resident,1,yes,yes,bad
<0,10,critical/other existing credit,furniture/equipment,1107,<100,1<=X<4,2,male mar/wid,none,3,real estate,49,none,own,3,skilled,2,none,no,good
no checking,18,all paid,new car,1880,<100,1<=X<4,4,male single,none,4,car,54,none,own,2,skilled,1,yes,yes,good
0<=X<200,42,critical/other existing credit,education,1845,<100,>=7,4,male single,none,4,no known property,56,none,own,2,unskilled resident,1,yes,yes,bad
no checking,15,existing paid,furniture/equipment,1107,<100,>=7,4,male single,none,3,life insurance,46,none,own,2,skilled,2,yes,yes,good
no checking,12,all paid,new car,1364,<100,1<=X<4,4,male single,none,4,real estate,42,none,own,2,unskilled resident,1,yes,yes,good
<0,30,no credits/all paid,business,3416,>=1000,>=7,3,male single,none,4,real estate,42,bank,own,2,unskilled resident,1,yes,yes,good
no checking,12,existing paid,radio/tv,1680,<100,4<=X<7,2,male mar/wid,none,4,life insurance,63,none,own,2,skilled,1,none,yes,good
0<=X<200,18,critical/other existing credit,furniture/equipment,2600,<100,4<=X<7,4,male single,guarantor,4,real estate,43,none,own,1,unskilled resident,1,yes,yes,good
no checking,24,existing paid,new car,1546,<100,>=7,3,male single,none,4,life insurance,52,none,own,1,skilled,1,yes,yes,bad
<0,20,critical/other existing credit,new car,1938,<100,1<=X<4,2,male mar/wid,none,4,real estate,63,none,own,1,unskilled resident,1,none,yes,good
<0,18,critical/other existing credit,repairs,2600,<100,4<=X<7,4,male single,none,4,life insurance,46,none,own,1,unskilled resident,1,yes,yes,good
<0,8,critical/other existing credit,repairs,385,500<=X<1000,>=7,4,male mar/wid,none,4,car,51,none,own,2,skilled,2,none,yes,good
no checking,12,existing paid,new car,1200,no known savings,>=7,4,female div/dep/mar,none,4,real estate,50,none,own,2,skilled,1,yes,yes,good
0<=X<200,24,existing paid,used car,1024,<100,>=7,4,male mar/wid,none,4,car,50,none,own,1,skilled,1,yes,yes,bad
no checking,6,critical/other existing credit,new car,1957,<100,<1,1,male single,none,4,life insurance,47,none,own,1,skilled,2,yes,yes,good
<0,12,all paid,new car,1498,<100,>=7,4,male single,none,4,real estate,43,none,own,2,unskilled resident,1,yes,yes,good
no checking,18,existing paid,radio/tv,2600,<100,>=7,4,male single,none,4,life insurance,43,none,own,2,unskilled resident,1,yes,yes,good
no checking,12,existing paid,furniture/equipment,1364,<100,4<=X<7,4,male single,none,4,real estate,43,none,own,3,unskilled resident,1,yes,yes,good
<0,24,existing paid,used car,1659,<100,>=7,4,male single,none,4,life insurance,43,none,own,2,unskilled resident,1,yes,yes,bad
<0,18,existing paid,new car,2389,<100,>=7,3,male single,none,4,life insurance,36,bank,own,2,skilled,1,none,no,good
no checking,18,existing paid,furniture/equipment,2600,<100,>=7,3,male single,none,4,life insurance,36,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,9,critical/other existing credit,radio/tv,1364,<100,<1,4,male single,none,4,life insurance,52,none,own,2,skilled,1,none,yes,good
0<=X<200,36,existing paid,furniture/equipment,3804,<100,>=7,4,male single,none,4,life insurance,48,none,own,2,skilled,2,yes,yes,good
no checking,10,critical/other existing credit,new car,727,<100,>=7,4,male single,none,4,real estate,52,none,own,1,skilled,1,none,no,good
<0,12,existing paid,used car,709,100<=X<500,>=7,4,male single,none,4,real estate,56,none,own,2,unskilled resident,1,yes,yes,bad
<0,36,critical/other existing credit,furniture/equipment,2671,<100,>=7,4,male single,none,4,life insurance,43,none,own,2,unskilled resident,1,yes,yes,good
<0,12,existing paid,used car,1107,<100,1<=X<4,4,male single,none,3,car,46,none,own,3,unskilled resident,1,yes,yes,good
<0,24,existing paid,business,1546,<100,>=7,4,female div/dep/mar,none,4,real estate,43,none,own,2,unskilled resident,1,yes,yes,bad
0<=X<200,12,no credits/all paid,new car,1200,<100,>=7,4,female div/dep/mar,none,3,real estate,45,none,own,2,unskilled resident,1,yes,yes,good
no checking,14,no credits/all paid,new car,1364,<100,>=7,4,male single,none,4,life insurance,63,none,own,2,unskilled resident,1,yes,yes,good
0<=X<200,18,existing paid,repairs,2389,<100,1<=X<4,4,male single,none,3,life insurance,48,none,rent,2,unskilled resident,1,none,yes,bad
<0,24,existing paid,used car,1024,no known savings,1<=X<4,4,male single,none,4,real estate,43,none,own,2,unskilled resident,1,yes,yes,bad
<0,6,critical/other existing credit,radio/tv,2647,500<=X<1000,1<=X<4,1,male single,none,4,real estate,67,none,own,1,skilled,1,yes,yes,good
0<=X<200,42,critical/other existing credit,furniture/equipment,1845,<100,>=7,4,female div/dep/mar,none,4,no known property,54,none,own,3,skilled,1,yes,yes,bad
>=200,18,critical/other existing credit,new car,1882,<100,1<=X<4,4,male single,none,4,car,50,none,own,3,skilled,1,yes,yes,good
<0,18,critical/other existing credit,new car,1936,<100,1<=X<4,4,male single,none,2,car,54,none,own,2,skilled,1,yes,no,bad
<0,24,all paid,radio/tv,1938,<100,>=7,4,male single,none,4,car,63,none,own,1,unskilled resident,1,yes,yes,bad
<0,18,existing paid,new car,1345,<100,>=7,4,female div/dep/mar,none,4,no known property,63,none,own,2,skilled,1,none,yes,good
no checking,12,no credits/all paid,new car,1498,<100,>=7,2,male mar/wid,none,4,real estate,43,none,own,2,unskilled resident,2,yes,yes,good
<0,18,existing paid,new car,2600,<100,4<=X<7,4,male single,none,3,life insurance,48,none,own,2,skilled,1,none,yes,bad
no checking,12,existing paid,new car,701,<100,>=7,4,male single,none,4,real estate,50,stores,own,3,unskilled resident,1,yes,yes,good
no checking,39,existing paid,education,4933,<100,>=7,3,male single,guarantor,3,car,44,none,own,2,unskilled resident,1,none,yes,good
no checking,48,existing paid,used car,6999,<100,4<=X<7,3,male single,none,4,no known property,24,none,rent,2,unskilled resident,2,yes,yes,good
no checking,24,existing paid,radio/tv,1659,<100,1<=X<4,4,male mar/wid,none,4,real estate,42,none,own,3,unskilled resident,1,yes,yes,bad
no checking,6,critical/other existing credit,furniture/equipment,1169,<100,1<=X<4,4,male single,none,4,real estate,51,none,own,3,skilled,2,yes,yes,good
no checking,30,critical/other existing credit,business,3416,500<=X<1000,>=7,3,male single,none,3,life insurance,57,bank,own,2,unskilled resident,1,none,yes,bad
0<=X<200,24,existing paid,used car,1659,<100,1<=X<4,4,male single,none,4,no known property,43,none,own,2,unskilled resident,1,yes,yes,bad
no checking,6,existing paid,furniture/equipment,448,100<=X<500,4<=X<7,3,male single,none,4,car,51,none,own,2,high qualif/self emp/mgmt,2,none,yes,good
no checking,48,existing paid,used car,6758,<100,>=7,4,male single,guarantor,4,no known property,50,stores,own,2,skilled,1,none,yes,bad
<0,24,all paid,radio/tv,1231,100<=X<500,>=7,4,male single,none,4,real estate,63,none,own,2,unskilled resident,1,yes,yes,bad
no checking,18,existing paid,new car,1882,500<=X<1000,>=7,3,male mar/wid,none,4,car,65,none,own,3,unskilled resident,1,none,yes,good
<0,36,existing paid,furniture/equipment,3804,<100,>=7,3,male single,none,4,real estate,45,none,own,1,skilled,2,yes,yes,good
no checking,24,existing paid,used car,1659,<100,>=7,4,female div/dep/mar,none,4,real estate,54,none,own,2,skilled,1,none,yes,bad
no checking,6,critical/other existing credit,furniture/equipment,338,100<=X<500,>=7,4,female div/dep/mar,none,4,no known property,67,none,own,2,skilled,1,none,yes,good
<0,24,existing paid,used car,1823,500<=X<1000,1<=X<4,4,male single,none,2,car,45,none,own,2,skilled,1,yes,yes,bad
<0,24,all paid,radio/tv,3660,<100,<1,4,male single,none,3,life insurance,44,none,own,1,unskilled resident,1,yes,yes,good
